Point/Time,Mode,Alt,Tsa,Psa,Tta,Pta,Macha,Control_input_N1_control,Control_output_N1_control,W0,Wc0,T0,P0,PR_Inlet1,W2,Wc2,T2,P2,N1,Nc2,N1%,Nc2%,PW_FAN_BST,BPR_FAN_BST,crossflow_FAN_BST,PR_core_FAN_BST,PR_duct_FAN_BST,Wc_core_FAN_BST,Wc_duct_FAN_BST,Eta_is_core_FAN_BST,Eta_is_duct_FAN_BST,W25,Wc25,T25,P25,PR_HPC,N2,Nc25,N2%,Nc25%,Eta_is_HPC,PW_HPC,W3,Wc3,T3,P3,PR_combustor1,Wf_combustor1,W4,Wc4,T4,P4,PR_HPT,Nc4,Nc4%,Eta_is_HPT,PW_HPT,W45,Wc45,T45,P45,PR_LPT,Nc45,Nc45%,Eta_is_LPT,PW_LPT,W5,Wc5,T5,P5,PR_Exhduct_hot,W7,Wc7,T7,P7,PR_HotNozzle,T8,P8,V8,Mach8,T9,P9,A8,A8_geom,FG_HotNozzle,W21,Wc21,T21,P21,PR_Exhduct_cold,W23,Wc23,T23,P23,PR_ColdNozzle,T18,P18,V18,Mach18,T19,P19,A18,A18_geom,FG_ColdNozzle,FG,FN,RD,WF,PW1,PW2,Comment
0,DP,0,288.150000,101325.000000,288.150000,101325.000000,0.000000,,,337.000000,337.000000,288.150000,101325.000000,1,337.000000,337.000000,288.150000,101325.000000,4480.000000,4880.000000,100.000000,100.000000,19538770.648995,5.300000,0.000000,2.330000,1.650000,53.492063,283.507937,0.869600,0.860600,53.492063,26.312440,378.507076,236087.250000,10.900000,14000.000000,12215.193367,100.000000,100.000000,0.843300,23396601.829888,53.492063,3.498673,795.081191,2573351.025000,1,1.110000,54.602063,4.908162,1501.768838,2573351.025000,3.748804,6132.475241,100.000000,0.873200,23396601.829888,54.602063,16.134910,1154.816359,686445.815863,4.389983,2237.849429,100.000000,0.868200,19538770.648995,54.602063,60.826526,851.608868,156366.397285,1.000000,54.602063,60.826526,851.608868,156366.397285,1.543216,762.998885,101325.000000,448.223387,0.826213,762.998885,101325.000000,0.263292,0.263292,24.473922,283.507937,186.544192,339.640549,167186.250000,1.000000,283.507937,186.544192,339.640549,167186.250000,1.650000,294.386009,101325.000000,301.644323,0.876681,294.386009,101325.000000,0.783835,0.783835,85.518559,109.992481,109.992481,0.000000,1.110000,0.000000,0.000000,Exception error
0,OD,0,288.150000,101325.000000,288.150000,101325.000000,0.000000,,1.110000,337.000000,337.000000,288.150000,101325.000000,1,337.000000,337.000000,288.150000,101325.000000,4480.000000,4880.000000,100.000000,100.000000,19538770.654104,5.300000,0.000000,2.330000,1.650000,53.492063,283.507937,0.869600,0.860600,53.492063,26.312440,378.507076,236087.250000,10.900000,14000.000000,12215.193367,100.000000,100.000000,0.843300,23396601.829888,53.492063,3.498673,795.081191,2573351.025000,1,1.110000,54.602063,4.908162,1501.768838,2573351.025000,3.748804,6132.475241,100.000000,0.873200,23396601.829888,54.602063,16.134910,1154.816359,686445.815863,4.389983,2237.849429,100.000000,0.868200,19538770.648995,54.602063,60.826526,851.608868,156366.397285,1.000000,54.602063,60.826526,851.608868,156366.397285,1.543216,762.998885,101325.000000,448.223387,0.826213,762.998885,101325.000000,0.263292,0.263292,24.473922,283.507937,186.544192,339.640549,167186.250000,1.000000,283.507937,186.544192,339.640549,167186.250000,1.650000,294.386009,101325.000000,301.644323,0.876681,294.386009,101325.000000,0.783835,0.783835,85.518559,109.992481,109.992481,0.000000,1.110000,-0.000005,-0.000000,Exception error
